catchment_id,CFMAX,CFR,CWH,TT,TTInt,BETA,FC,PWP,SUMax,Kr,Ku,Kl,Kperc,MAXBAS
11004,3.17946011,0.012841897,0.026167387,0.344618186,1.776437752,1.312542219,165.8257137,0.74970151,113.9430552,0.143146322,0.074455155,0.09917683,0.611391534,4.264626822
12001,2.240998495,0.008244307,0.041623154,0.836011492,2.136346595,1.489694692,89.62770315,0.65025609,165.1048249,0.178023153,0.242746398,0.068412977,0.04862855,5.529632675
12002,2.678062181,0.027090062,0.126266509,-0.027325518,1.688794863,1.452295986,27.99371845,0.414141586,66.48053368,0.135434573,0.204449084,0.031846755,0.216870211,4.018630721
12005,5.467825423,0.041700375,0.027192199,0.724323146,0.732919643,2.45054244,22.09559715,0.644905717,46.29071317,0.104815349,0.305033281,0.059821319,0.464602451,1.622025179
12006,6.407990477,0.068750512,0.06445596,0.65205889,1.673964777,4.14251419,33.66101358,0.251791907,98.94713288,0.082582863,0.248621808,0.026277478,0.49196155,6.305621334
12007,4.373986071,0.069450819,0.01760822,0.235007733,0.670726717,2.244600927,60.80041195,0.788003933,97.60542742,0.107515441,0.323960292,0.052792463,0.350250423,5.206698919
12008,1.982866239,0.089458925,0.145078034,-0.200036455,0.581938631,2.977198231,64.14759215,0.397432231,102.3076151,0.171827645,0.312433985,0.004377979,0.223667258,5.461097656
12009,1.763080304,0.029458302,0.117165616,-0.626433506,2.89044424,4.642115996,28.02985508,0.691241015,128.3209336,0.190767862,0.430371105,0.019563296,0.25075768,5.179826637
13001,5.07996957,0.094205175,0.157918528,-0.000518808,1.590789406,4.729654025,98.18316782,0.188506648,88.74013584,0.178426856,0.273351552,0.053097046,0.103474316,2.173526915
13004,2.151448243,0.066640955,0.046657307,-0.075816556,2.64909055,4.501756098,356.1256477,0.646305927,185.4845004,0.139953546,0.213660047,0.084051788,0.319641996,5.664822015
13005,3.942498878,0.012517028,0.198379058,-0.544272079,2.778275014,2.371649207,123.3907613,0.127095572,73.45066964,0.104423457,0.180630534,0.044584553,0.034213249,5.73293988
13007,1.47739203,0.032180775,0.130755732,0.06579437,0.667334063,2.122595051,63.79943524,0.169736671,110.0076177,0.159702424,0.209060167,0.08002382,0.252210828,5.524533649
13008,2.181540394,0.017168058,0.186215913,0.318933493,2.48920678,2.645287825,123.112895,0.204679391,134.1334866,0.19547494,0.228949352,0.032706012,0.173295453,2.223387457
14001,1.131736932,0.052267615,0.175657768,-1.000175088,2.335281207,1.902894678,189.7124103,0.117041063,163.1525831,0.047671249,0.175586423,0.076097302,0.106621693,2.407091539
14002,4.864893306,0.046514058,0.107708163,1.081686181,1.936024427,3.426431238,161.4358115,0.629420482,116.5028304,0.116073504,0.16966082,0.055252894,0.087578927,1.399003762
14005,2.676153536,0.05544026,0.090660444,1.431622765,1.287703407,4.894803846,136.9993763,0.538561668,192.6338239,0.146117811,0.121992978,0.011611228,0.111843463,3.411590564
15006,3.079944207,0.068476261,0.011878246,0.985292843,2.767775086,1.095180401,215.7249819,0.870106211,97.68427594,0.036359228,0.154450001,0.05899235,0.068508753,4.811924686
15007,2.992573908,0.066906028,0.048356176,0.13442668,2.610324662,1.612104604,363.3466363,0.404678998,156.4543844,0.093981327,0.111012827,0.046990954,0.041429212,4.141938145
15010,2.815228899,0.052665537,0.101146793,0.321296134,1.073419366,3.23140081,457.6038345,0.453312127,130.5680433,0.076439383,0.150534076,0.069667179,0.18164128,5.44510969
15011,6.364507704,0.028742943,0.13363251,1.161897279,2.612515755,3.397511437,460.4868091,0.530647989,16.95301333,0.161917128,0.261604455,0.088885315,0.276597256,5.793129106
15012,2.639280566,0.019116838,0.128952372,0.863400209,2.963792552,2.125412671,183.2832423,0.829205975,100.5477258,0.083926206,0.146673338,0.096861281,0.216756395,5.672978122
15013,4.631544649,0.055043211,0.114166676,0.504756274,2.820973143,1.727173504,95.1605363,0.41946101,82.44216863,0.011180652,0.261238696,0.056655902,0.30772282,2.366446443
15014,2.254102798,0.014717864,0.029908335,0.898322538,2.812912017,1.377129657,116.1674082,0.282541346,167.7982362,0.122767018,0.412308745,0.05894871,0.083750864,2.28246032
15016,5.758412473,0.043951209,0.030310954,0.455968838,1.460580662,2.286416982,95.64930365,0.419527652,123.491953,0.068056636,0.032446632,0.099038683,0.613768807,3.600193189
15021,2.411860103,0.003475333,0.175430158,-1.947470614,2.182290486,1.552158879,167.1735345,0.733138147,34.79579008,0.175177738,0.027996172,0.097819056,0.432847474,5.345213918
15023,4.360445084,0.056978053,0.012633421,1.057047115,2.418221015,3.787721125,338.8248765,0.359690179,170.5790776,0.081498058,0.29277464,0.045719599,0.092186614,5.398586555
15024,2.505329627,0.0359425,0.050191783,0.868519665,1.004924733,3.95668525,64.11030806,0.537079745,166.1553111,0.16566588,0.37476542,0.003093721,0.110710016,2.621892073
15025,3.609678946,0.086174955,0.11340674,1.250581202,1.179532477,1.616607867,37.64268477,0.122790193,104.127392,0.063563732,0.323224226,0.027538269,0.199525165,4.808123232
15030,4.260733442,0.042124622,0.170331076,0.837011892,0.503704658,4.5436801,142.9611011,0.586328696,139.7968065,0.100175631,0.185593296,0.075344817,0.024198313,3.197331889
15039,5.582226606,0.000946504,0.030197636,0.825685853,1.587005249,4.285736784,416.3662404,0.784411049,89.34828611,0.166498234,0.420174341,0.03370207,0.288912986,6.104586598
16001,7.054337434,0.076979974,0.032266455,1.646510069,1.23228693,2.239381363,95.42038624,0.646399186,147.9176226,0.071653046,0.187436967,0.04192769,0.156404448,2.546045329
16003,5.795294986,0.055437664,0.128641695,1.283268073,2.790934363,2.753602584,41.95009441,0.344068585,139.873516,0.145669066,0.467177519,0.068940329,0.205544394,1.336833985
16004,4.053825911,0.098341451,0.101583276,1.108116316,1.751916892,4.193971877,139.0165227,0.483436114,149.5534426,0.072671096,0.153336116,0.027095766,0.045888794,5.916012519
17001,5.471642227,0.081724727,0.061495968,0.150055045,2.821300485,4.004703344,216.5976848,0.366503685,187.902143,0.085167042,0.383825921,0.035496787,0.19303758,3.573615665
17003,4.210702012,0.031199882,0.111746308,1.076500417,1.363670558,2.656399612,23.34625213,0.603079543,125.1246531,0.061509791,0.363887765,0.031320463,0.281997522,3.237354798
17004,2.283482834,0.058320414,0.162738751,-1.392143363,2.154414954,4.45288191,142.7327859,0.424469567,140.5017918,0.054136872,0.22854402,0.020167155,0.149829666,3.400919171
17005,5.237170029,0.074784103,0.086386775,0.405695286,1.294923158,2.353857113,63.48859655,0.972472484,107.2275944,0.018742296,0.394731059,0.06030922,0.098451022,5.270278158
17015,3.869556984,0.008817909,0.19269678,-0.909770993,1.137733833,3.737397711,77.6019862,0.611003991,135.3546925,0.136780283,0.3041134,0.001577469,0.011761672,5.517822797
17018,7.63984124,0.028548712,0.156788206,-0.033014405,1.022329636,2.354319701,223.3394249,0.426446456,23.40408822,0.132884478,0.126010705,0.049840278,0.090198041,4.756664798
18001,1.61390128,0.05410814,0.027634939,-0.074950947,1.099541028,4.666723448,163.5746403,0.740897292,136.3154947,0.083589866,0.334965166,0.044672802,0.136699147,3.644301768
18002,6.996753011,0.020024515,0.17625129,-1.753546236,1.427471391,2.597147868,141.9837937,0.919336787,131.3780473,0.113812673,0.167453315,0.001669108,0.058133265,3.491691953
18003,2.4471464,0.019101535,0.1306704,0.212413629,1.614698186,2.008986262,361.7221187,0.50194751,111.2291171,0.070441547,0.1968543,0.093142701,0.050817189,4.826136111
18008,3.975131333,0.017083609,0.017742803,-0.287957583,1.912393175,4.234693807,85.46161125,0.14154364,168.6121522,0.132283109,0.225683299,0.013091356,0.035776371,4.620072926
18010,1.509322066,0.075930913,0.129856778,-0.183439879,1.862083142,3.636269492,29.046912,0.251033217,144.3456564,0.134039603,0.244914464,0.00152504,0.039834219,5.566804486
18011,3.165380385,0.052652225,0.179665846,0.910088363,1.631558567,3.658154621,67.14514932,0.18930176,117.1765983,0.17416339,0.231165552,0.018446262,0.07913693,6.742955661
18014,2.561034519,0.018139728,0.018044648,-0.06886982,2.758918664,2.935608951,214.3490154,0.249854095,146.2350571,0.175873117,0.293143964,0.098927294,0.042562043,1.457654881
19001,1.172326856,0.062344113,0.143020745,0.088855863,2.644731758,1.645600493,27.20070786,0.320415604,188.8452553,0.074709054,0.385885977,0.010381314,0.10206512,5.590315537
19006,2.071925098,0.097851517,0.03240181,-0.236310933,1.919300079,4.113267725,92.55292988,0.581609318,137.9661026,0.106342603,0.242229698,0.006289948,0.143285417,4.478812477
19010,6.778669615,0.064620589,0.085991697,-0.959395219,2.779897017,4.979938038,92.96736085,0.225859417,137.4797573,0.036649252,0.285317542,0.001093688,0.233806651,6.04991755
19017,4.5889124,0.001025732,0.070443139,0.041060654,1.284020345,3.787593665,122.8631681,0.576812274,134.8318558,0.133199585,0.323245516,0.014954405,0.099435228,2.116797565
19020,4.632411152,0.022206385,0.083749518,-1.654091843,1.292003737,4.350808291,65.06314933,0.402435697,113.5605215,0.189348606,0.49179179,0.080503185,0.020086775,4.133743495
20002,5.108620787,0.097899004,0.103124494,-0.113752359,1.941332371,4.26907144,100.1839398,0.118642993,90.55748763,0.199266371,0.264468596,0.020904535,0.095088003,2.159507761
20003,4.570350426,0.025704678,0.099797724,-0.214392317,1.527077619,2.016545254,110.7741873,0.394100954,163.5922896,0.018929674,0.272973789,0.031446535,0.097041091,2.177052641
20007,1.475573893,0.025662838,0.047784784,-0.3915167,1.83127066,1.145362378,148.1267501,0.55076777,129.3833948,0.03329145,0.239524828,0.07717536,0.145770588,1.958065098
21003,1.823424858,0.009651688,0.173251178,-1.934797482,1.931210426,3.389656691,120.6937246,0.259292548,118.2968807,0.049869376,0.179126225,0.015655847,0.054012723,4.128048324
21006,4.35989457,0.064167481,0.194901266,0.195750519,1.754933493,3.894943107,113.9374618,0.99198516,114.812515,0.172955988,0.218142918,0.055916708,0.159630785,5.406619431
21008,2.302404475,0.080694138,0.124347716,-0.197362066,1.949799706,3.310502835,76.58452527,0.395034497,170.9053916,0.121755208,0.250688739,0.030249211,0.125508416,6.885900898
21009,6.929344223,0.021229537,0.175011907,-0.140936676,1.475262992,4.375974784,106.658448,0.658971794,89.44648858,0.057573551,0.2162006,0.010603048,0.100234116,1.447249919
21011,4.537331743,0.021477034,0.113057314,-0.211330272,1.681910933,4.36614417,393.3979365,0.601904216,53.49588928,0.172110778,0.179133948,0.051513234,0.116715007,6.510610692
21012,2.254854401,0.024451632,0.130277315,-0.203023412,2.413403336,1.756653328,41.96288588,0.792485211,154.910406,0.186764047,0.390501844,0.043670145,0.168254997,1.125759657
21013,2.549365537,0.063745094,0.091393815,-0.229536128,0.534025908,4.04777511,64.45402118,0.759126634,84.35912874,0.014941141,0.270646968,0.064840428,0.13738745,6.020756137
21015,6.663289081,0.061203316,0.011444389,1.216793761,1.334691037,3.699352545,66.58900993,0.223089242,165.7154376,0.131627996,0.25601497,0.08102455,0.206149516,3.915827449
21016,4.132768947,0.077813044,0.111729121,-1.107187277,2.956904629,4.83351939,81.46874479,0.749136938,32.98074574,0.016439614,0.36705331,0.013650101,0.068484288,3.304473472
21017,6.782580521,0.045372213,0.092332693,0.276803811,2.31736185,2.653409708,101.3700157,0.659791018,165.1050023,0.143022534,0.497533063,0.078044806,0.135089497,4.246267076
21018,4.301055515,0.031830542,0.018100433,0.969977715,1.383165265,3.123133587,76.33549975,0.954080677,154.0001076,0.060280204,0.227385649,0.029382679,0.156372917,5.829812174
21022,3.111072359,0.01072113,0.164587452,0.181841549,2.442483513,2.580393631,158.786205,0.549775094,54.44555639,0.052192908,0.273414486,0.083880013,0.075447105,5.829135335
21023,5.651197328,0.027418546,0.088196516,-0.072804262,1.303237697,2.918796415,112.7722516,0.711904582,45.38395061,0.033392724,0.236634923,0.068821888,0.124888727,3.652692403
21024,5.915899451,0.010940235,0.034053254,0.463328458,0.757846503,2.680498766,65.08746963,0.73130947,129.8067032,0.097947089,0.359062392,0.0600142,0.11913313,5.807574235
21026,3.860519744,0.019810584,0.039390341,-0.49448831,1.339148822,2.494820125,21.08538499,0.409389557,186.0275713,0.071437419,0.436476975,0.083906952,0.132608627,2.976410799
21027,7.612065563,0.029311299,0.166138105,0.641452039,2.011182007,2.533065371,95.38722781,0.837429006,149.2424752,0.181253012,0.342915123,0.029586435,0.0522199,3.314337369
22001,4.115857019,0.024120993,0.040598914,0.003415206,2.650164498,1.541246736,102.050104,0.34103474,90.17199579,0.074935155,0.325423121,0.075438805,0.178692179,2.463742954
22006,2.96159111,0.097805578,0.126115544,-0.039629528,1.488438835,4.243081183,134.9823945,0.104821301,150.6200115,0.177092662,0.250778057,0.014909826,0.119445235,6.428285677
22007,3.487244185,0.095752745,0.152347461,-0.768213268,2.869863582,4.767995061,101.639058,0.828387071,98.54559428,0.037935302,0.352819517,0.034195598,0.061980606,5.183362376
22009,4.513282409,0.089582901,0.034345376,0.55933527,2.720595082,2.140060738,21.3238527,0.20872417,57.32682156,0.148448634,0.2494469,0.014824754,0.163981457,4.575565231
23001,1.332929036,0.044756157,0.013469086,0.31094842,2.912512882,1.584093006,133.6272752,0.366631091,129.0950895,0.176537265,0.291043799,0.087688353,0.158213502,6.938840254
23004,2.331678074,0.051829735,0.115098782,-0.340995907,2.452637861,4.663900433,92.62557866,0.208291065,172.3097407,0.030209269,0.396183334,0.013531887,0.081331791,2.83718722
23006,1.508029343,0.031710322,0.029398662,-1.436862728,2.76666337,1.002106737,32.62034642,0.340507272,43.632991,0.192059748,0.466896255,0.052983004,0.127721205,2.951411696
23007,5.246245666,0.055391885,0.115237989,0.028437824,1.611605355,1.842018423,376.9451144,0.862735718,187.9028275,0.029827942,0.217221397,0.044259074,0.310456827,4.792157774
23008,6.071751206,0.01690451,0.091454056,0.467681187,1.690719793,3.653251046,318.8157715,0.389563008,128.7632154,0.088305619,0.322135607,0.066315063,0.029152897,4.682562876
23011,2.91955686,0.088147522,0.155814256,-0.388291481,1.456588083,1.106794519,28.06814867,0.143221644,138.6919537,0.032943945,0.399510908,0.043402688,0.159273078,6.757620736
23016,5.972879147,0.061988817,0.087931264,-1.044213471,1.336233969,1.2750482,209.802015,0.194231008,70.40965504,0.152981317,0.350799135,0.097885504,0.024311373,2.913787684
24001,7.202487956,0.051629163,0.16201624,0.996002045,0.722828344,3.003620855,105.8472705,0.16673322,173.3089924,0.11417998,0.294344741,0.011338939,0.181959511,2.058728839
24003,6.790579441,0.031178173,0.010557766,0.614066093,2.555913422,3.175369993,59.98573114,0.49474603,194.1165621,0.183208912,0.36035606,0.028040917,0.340930342,2.916236717
24004,5.723183643,0.073147454,0.089271841,0.676596504,2.016903486,1.834517774,64.41772196,0.384663339,181.9648639,0.122857958,0.227520532,0.020177015,0.101045069,6.62521078
24005,3.566770066,0.018076844,0.160638158,-0.472969354,2.06784911,2.719126106,130.0539136,0.426999333,124.8525095,0.176404183,0.280046796,0.003062581,0.102171629,5.682522125
25001,6.296607378,0.029219006,0.017689335,0.609846453,2.473444537,2.929537817,316.5138418,0.580521958,83.72686837,0.015601045,0.33282962,0.013332389,0.039748351,4.72226297
25003,5.872257903,0.072292867,0.063279711,-0.20026735,2.685508639,3.723341053,230.8937117,0.39663385,181.4118224,0.090949225,0.479714192,0.072785212,0.443134009,2.816060574
25006,7.179062127,0.048170978,0.160748811,-0.221957426,2.316307894,2.595650897,30.45665176,0.794576357,128.3803335,0.153951675,0.415020469,0.095514158,0.163394245,5.845844282
25012,7.54979363,0.005787805,0.097946929,-0.46773759,2.698695081,1.419118055,134.4757966,0.89793149,182.7553708,0.083313439,0.457189547,0.094149282,0.266261334,2.578218046
25020,5.520395919,0.028771524,0.153889332,0.138390156,2.928817995,1.283864927,355.9170148,0.817709927,35.01798772,0.034957522,0.338656656,0.058512648,0.017790404,3.261255254
25021,2.417723857,0.084011869,0.135966525,-0.664736113,2.665646236,1.14768152,486.5035054,0.330480201,36.30685352,0.157503123,0.274025785,0.07976331,0.199932231,1.49473231
25029,,,,,,,,,,,,,,
26003,7.380594278,0.099305741,0.150760108,1.987018374,2.134506348,1.055248787,176.5376222,0.255855576,184.1709991,0.014996983,0.017828232,0.017149695,0.745830245,1.735177801
26005,7.369384085,0.022444358,0.094682703,1.343741356,0.959526981,4.151539562,322.9923349,0.973888169,108.1617773,0.035092749,0.065157761,0.001379374,0.688645135,1.991343068
26006,4.718999862,0.056705651,0.073227243,-0.927645624,1.241889431,2.682946783,63.08674011,0.412572008,171.9952966,0.167654389,0.02007257,0.079493885,0.049867398,3.696203373
26008,3.041652246,0.092471116,0.010558924,0.146505981,2.852920687,1.934909428,347.7789097,0.531701701,122.8578526,0.035858306,0.071657584,0.028230618,0.318041075,3.878634576
26009,5.8793898,0.095405199,0.147192633,1.992683356,0.515145353,4.758250146,160.6139447,0.167178164,144.5051436,0.07553986,0.036687187,0.027749883,0.050044129,2.470384883
27001,2.217422291,0.009966051,0.035869975,-0.377488103,1.408682076,1.745733105,157.0497419,0.761028043,196.5593893,0.021823992,0.247720802,0.053100972,0.102905905,3.314950623
27002,,,,,,,,,,,,,,
27003,6.989257522,0.03505962,0.176398299,-1.982843456,1.073525201,1.178686899,147.6099035,0.934513073,100.9594638,0.080826804,0.179823178,0.050092898,0.055164352,1.333060402
27006,7.831282979,0.087680358,0.011196367,-1.180333608,1.025713691,2.444876871,412.6044792,0.886828679,142.4617068,0.019049153,0.203194502,0.001849242,0.040796003,5.933694878
27007,6.392681689,0.058742412,0.10351443,0.817237136,1.97233152,2.607976015,69.82539521,0.593833141,153.9177888,0.03112657,0.28026815,0.018277571,0.165211226,3.118803485
27009,5.277347137,0.035772765,0.071698616,0.731079468,1.267771004,2.549313403,94.60942203,0.369381046,48.66170436,0.111733285,0.189422705,0.003945401,0.07847839,2.700340072
27021,2.047981375,0.00125339,0.100643427,0.389090101,1.166859401,1.083475805,120.7720774,0.574609347,196.5550352,0.15128572,0.188353513,0.035881489,0.091612191,6.377023827
27023,1.717451637,0.025504733,0.193360615,-0.346912994,2.422407435,2.478590736,130.2136827,0.379979833,74.57439788,0.033024311,0.300460839,0.017713858,0.146428971,5.319140393
27025,6.000722383,0.066780958,0.14320816,0.120610153,0.626350208,1.307778084,148.3983136,0.699073929,68.96586091,0.013398086,0.230293149,0.069106064,0.131895064,4.781026571
27026,7.436357982,0.031358887,0.066354597,-0.892336922,2.274285875,1.603029064,124.8973327,0.190979759,91.44366792,0.051348799,0.270744191,0.055313416,0.139695625,6.289268523
27029,1.662608177,0.007677751,0.031356984,-1.35224359,0.778279241,2.922436088,438.5689828,0.970139108,155.2475692,0.189697106,0.290431584,0.076929292,0.058603769,5.877814058
27030,6.547995646,0.006482286,0.067822872,-1.162732951,2.091431873,1.649380413,107.0841716,0.953051032,127.7587596,0.137649702,0.221553497,0.024753715,0.102897923,2.677208597
27032,7.143762571,0.039924264,0.175295324,1.88191388,2.847867141,2.863029975,493.3066946,0.490403837,18.03598481,0.076286318,0.051725807,0.054179088,0.057184676,6.961560449
27034,1.589269784,0.000996155,0.011538251,0.160017518,0.963992938,1.350882976,91.69751981,0.150466526,93.50021529,0.141464945,0.420750301,0.095710555,0.071894724,2.536464212
27035,7.961833523,0.096988581,0.142653209,0.895841916,1.257929864,4.592304684,104.7713795,0.575182124,174.1254647,0.017441915,0.2399151,0.074017675,0.018880285,5.260048006
27038,3.684965209,0.079880767,0.114813628,1.125991789,1.04545168,1.395827946,24.67428974,0.90400565,143.5668992,0.059796743,0.133350266,0.016271323,0.183240056,5.656077625
27041,6.972523955,0.092319957,0.109361162,0.33376102,1.613389012,1.108931471,336.1565631,0.316819992,53.64287786,0.032650908,0.089993859,0.085885512,0.341915135,4.227354041
27042,7.708796185,0.048510764,0.056362364,0.897957802,2.909148043,1.09105824,185.6311261,0.260323213,103.6817483,0.026239855,0.222507434,0.083842438,0.228554612,5.039768531
27043,6.960818015,0.095033072,0.128074163,-0.069041549,2.394000756,3.085875751,85.22187209,0.726058681,186.011211,0.14989965,0.354607975,0.040604523,0.08847262,1.716626142
27047,1.927936714,0.092320708,0.037241909,-0.17781636,2.910442725,1.579726847,54.16722705,0.33995291,117.8859835,0.182424167,0.482512565,0.05154112,0.116735115,6.572566397
27049,7.963908201,0.03153107,0.038460359,0.46409114,1.889137544,1.073609129,180.3515368,0.228562012,120.8804504,0.025854268,0.122166443,0.00440009,0.029366798,5.975466645
27051,2.458874034,0.077891915,0.072369611,-0.256969808,0.781736554,3.180739374,96.078635,0.106970476,176.7686783,0.193715563,0.477753998,0.03266601,0.066081071,1.081985486
27062,7.371055978,0.031903568,0.162272952,1.514782584,1.814188263,3.108596388,87.60233828,0.913637443,143.7828548,0.054892688,0.16007246,0.010066146,0.06730516,2.359256762
27064,3.306337553,0.099769487,0.166411217,0.789287813,0.507337521,1.978622869,175.8878639,0.694132639,183.180193,0.176317034,0.198062442,0.03813969,0.074355462,3.511594414
27065,5.948994979,0.048909327,0.117829779,-1.721318009,1.005416237,3.978442009,448.4334992,0.190055137,145.1346246,0.086965313,0.19905356,0.003424301,0.076870448,1.306268955
27071,5.754765488,0.0692119,0.11914833,0.225195397,1.89780442,1.114621057,231.5559378,0.752565564,153.8788127,0.183051901,0.216410528,0.076164775,0.023981464,1.868384979
27073,6.539884323,0.003382478,0.021291688,1.204626846,0.809724479,1.125794463,96.38771302,0.662818049,104.104845,0.129496046,0.017979569,0.089552241,0.241482289,4.256770224
27077,7.764594275,0.032613117,0.070233861,0.36258679,0.791922931,1.827975984,462.6192196,0.157082804,151.7111755,0.13213261,0.213925999,0.006048179,0.185245838,4.674697391
27079,7.479237256,0.040393522,0.09423242,-0.600574588,2.932403851,1.308671844,57.15685208,0.931275311,192.4638766,0.188234668,0.194009536,0.014628581,0.128853039,2.327454421
27080,3.803976982,0.053034539,0.091165343,-0.637536364,1.799667827,1.467586931,116.05914,0.230346848,111.7312783,0.028709946,0.244900224,0.02401496,0.04206477,3.741772788
27084,1.291878116,0.039448283,0.093513138,0.529760234,1.03710871,3.298124549,61.63755651,0.127440098,80.26161601,0.096537066,0.464536105,0.026903872,0.068093005,6.588608178
27087,7.419717986,0.035673761,0.031738805,-0.616772227,1.911673168,1.194659458,365.1581408,0.697640517,142.9885646,0.085236845,0.053344058,0.062490217,0.108522694,3.628230696
27089,5.954585263,0.022681303,0.183734986,0.819156101,2.036193324,3.152039609,25.17215267,0.839852555,145.6845591,0.027099082,0.207491674,0.032381337,0.083437356,4.433103125
